date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ 
Hôm nay,/files/properties/2020/8/28/thumbnails/06829275-2631-ban-nha-trong-hem-quan-cau-giay-chinh-chu.jpg,"3,5m",4 lầu,4 phòng ngủ,NULL, 45 m vuông, ---, _," 4,2 tỷ ","Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/06829200-1829-ban-nha-trong-hem-quan-cau-giay-gia-re.jpg,"3,2m",4 lầu,5 phòng ngủ,NULL, 39 m vuông, ---, _," 3,9 tỷ ","Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/8/thumbnails/46829012-2512-ban-nha-mat-tien-ha-noi-gia-re.jpg,"4,6m",5 lầu,4 phòng ngủ,chỗ để xe, 59 m vuông, ---, _," 9,1 tỷ ","Đường Cầu Giấy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/8/thumbnails/36829096-2427-ban-nha-mat-tien-quan-cau-giay-gia-re.jpg,5m,7 lầu,6 phòng ngủ,chỗ để xe, 59 m vuông, ---, _," 10,3 tỷ ","Đường Cầu Giấy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/56828776-4225-ban-nha-trong-hem-quan-cau-giay-gia-re.jpg,5m,5 lầu,6 phòng ngủ,chỗ để xe, 46 m vuông, ---, _," 7,1 tỷ ","Đường Cầu Giấy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/8/thumbnails/46828840-2251-ban-nha-mat-tien-ha-noi-gia-re.jpg,5m,2 lầu,4 phòng ngủ,chỗ để xe, 50 m vuông, ---, _," 8,3 tỷ ","Đường Cầu Giấy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/31/thumbnails/06840379-0453-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,"4,8m",5 lầu,6 phòng ngủ,chỗ để xe, 65 m vuông, ---, _," 10,5 tỷ ","Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/31/thumbnails/06840192-4939-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,5m,5 lầu,4 phòng ngủ,chỗ để xe, 54 m vuông, ---, _," 8,5 tỷ ","Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/31/thumbnails/06840275-5607-ban-nha-mat-tien-quan-cau-giay-chinh-chu.jpg,8m,6 lầu,6 phòng ngủ,chỗ để xe, 60 m vuông, ---, _," 9,5 tỷ ","Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/46836282-5145-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,4m,5 lầu,4 phòng ngủ,chỗ để xe, 42 m vuông, ---, _, 6 tỷ ,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/0ban-nha-pho-nguyen-khanh-toan-q-cau-giay-dt-45m2-mt6m-gia-6-2-ty-o-to-do-cua.jpg,4m,5 lầu,5 phòng ngủ,chỗ để xe, 45 m vuông, ---, _," 6,2 tỷ ","Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/12/thumbnails/56836304-3704-ban-nha-mat-tien-quan-cau-giay-chinh-chu.jpg,5m,5 lầu,6 phòng ngủ,chỗ để xe, 48 m vuông, ---, _," 7,5 tỷ ","Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06846966-5900-ban-nha-trong-hem-quan-thanh-xuan-gia-re.jpg,"3,2m",5 lầu,3 phòng ngủ,NULL, 30 m vuông, ---, _," 3,1 tỷ ","Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06846895-5250-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,3m,5 lầu,6 phòng ngủ,NULL, 38 m vuông, ---, _," 3,8 tỷ ","Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06847022-0502-ban-nha-trong-hem-ha-noi.jpg,"3,6m",5 lầu,6 phòng ngủ,chỗ để xe, 38 m vuông, ---, _," 5,9 tỷ ","Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06847089-1120-ban-nha-mat-tien-ha-noi.jpg,5m,4 lầu,4 phòng ngủ,chỗ để xe, 48 m vuông, ---, _," 6,8 tỷ ","Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06846021-2800-ban-nha-mat-tien-ha-noi.jpg,4m,5 lầu,5 phòng ngủ,chỗ để xe, 55 m vuông, ---, _," 8,2 tỷ ","Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06845732-0552-ban-nha-mat-tien-quan-thanh-xuan.jpg,"5,5m",7 lầu,6 phòng ngủ,chỗ để xe, 60 m vuông, ---, _, 9 tỷ ,"Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/11/thumbnails/56852309-3028-ban-nha-mat-tien-quan-thanh-xuan.jpg,6m,5 lầu,5 phòng ngủ,chỗ để xe, 52 m vuông, ---, _," 9,5 tỷ ","Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/2/thumbnails/06852288-5334-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,"5,2m",5 lầu,5 phòng ngủ,chỗ để xe, 58 m vuông, ---, _," 8,8 tỷ ","Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/8/thumbnails/36855821-0817-ban-nha-mat-tien-ha-noi.jpg,4m,5 lầu,3 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 5,2 tỷ ","Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/8/thumbnails/26855899-1033-ban-nha-mat-tien-quan-thanh-xuan.jpg,"4,2m",4 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, ---, _, 6 tỷ ,"Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/0ban-nha-nguy-nhu-kon-tum-thanh-xuan-49m-mt-5m-gia-7-3-ty.jpg,5m,4 lầu,4 phòng ngủ,chỗ để xe, 49 m vuông, ---, _," 7,3 tỷ ","Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/default.jpg,"3,6m",4 lầu,4 phòng ngủ,NULL, 32 m vuông, ---, _," 3,7 tỷ ","Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/46857053-3729-ban-nha-trong-hem-quan-thanh-xuan-gia-re.jpg,"3,2m",5 lầu,4 phòng ngủ,NULL, 41 m vuông, ---, _," 4,5 tỷ ","Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/46856528-1955-ban-nha-mat-tien-quan-thanh-xuan-chinh-chu.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 46 m vuông, ---, _," 8,5 tỷ ","Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/0ban-nha-pho-nguy-nhu-kon-tum-q-thanh-xuan-59m2-mt-6m5m-9-5-ty-o-to-kinh-doanh-.jpg,"6,5m",4 lầu,4 phòng ngủ,chỗ để xe, 59 m vuông, ---, _," 9,5 tỷ ","Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/7/thumbnails/0ban-nha-nguyen-tuan-thanh-xuan-39m2-6-tang-mat-tien-3m-gia-3-6-ty.jpg,"3,4m",6 lầu,4 phòng ngủ,NULL, 36 m vuông, ---, _," 3,6 tỷ ","Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/7/thumbnails/06876113-0618-ban-nha-trong-hem-quan-thanh-xuan.jpg,"3,5m",5 lầu,5 phòng ngủ,NULL, 36 m vuông, ---, _," 4,38 tỷ ","Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/7/thumbnails/36876242-5447-ban-nha-trong-hem-quan-thanh-xuan-chinh-chu.jpg,5m,5 lầu,4 phòng ngủ,chỗ để xe, 47 m vuông, ---, _," 5,3 tỷ ","Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06891220-4152-ban-nha-trong-hem-ha-noi-gia-re.jpg,"3,6m",5 lầu,6 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 5,6 tỷ ","Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06891407-5235-ban-nha-mat-tien-ha-noi.jpg,5m,6 lầu,6 phòng ngủ,chỗ để xe, 50 m vuông, ---, _," 9,5 tỷ ","Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06891735-1730-ban-nha-mat-tien-quan-thanh-xuan-chinh-chu.jpg,4m,5 lầu,6 phòng ngủ,chỗ để xe, 41 m vuông, ---, _," 6,3 tỷ ","Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/06900540-4633-ban-nha-mat-tien-quan-thanh-xuan-gia-re.jpg,"4,5m",5 lầu,6 phòng ngủ,chỗ để xe, 58 m vuông, ---, _," 7,8 tỷ ","Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/06900652-0200-ban-nha-mat-tien-ha-noi-gia-re.jpg,"5,5m",5 lầu,4 phòng ngủ,chỗ để xe, 51 m vuông, ---, _," 10,5 tỷ ","Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/06900598-5434-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,5m,5 lầu,3 phòng ngủ,chỗ để xe, 54 m vuông, ---, _," 8,5 tỷ ","Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/06900709-1330-ban-nha-mat-tien-quan-thanh-xuan-chinh-chu.jpg,"5,5m",5 lầu,4 phòng ngủ,chỗ để xe, 56 m vuông, ---, _," 9,2 tỷ ","Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/06900416-3403-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,"4,3m",5 lầu,6 phòng ngủ,NULL, 50 m vuông, ---, _," 6,8 tỷ ","Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/06900346-2639-ban-nha-trong-hem-ha-noi-gia-re.jpg,4m,5 lầu,4 phòng ngủ,NULL, 43 m vuông, ---, _," 5,8 tỷ ","Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/0ban-nha-nguyen-trai-thanh-xuan-38m-mat-tien-3-5m-gia-4-7-ty.jpg,"3,5m",4 lầu,4 phòng ngủ,NULL, 38 m vuông, ---, _," 4,7 tỷ ","Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/06924246-0448-ban-nha-mat-tien-quan-dong-da.jpg,5m,5 lầu,6 phòng ngủ,chỗ để xe, 61 m vuông, ---, _," 10,9 tỷ ","Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/06924723-3903-ban-nha-trong-hem-quan-dong-da.jpg,"4,5m",4 lầu,4 phòng ngủ,chỗ để xe, 42 m vuông, ---, _," 6,3 tỷ ","Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/06923518-3450-ban-nha-mat-tien-quan-dong-da.jpg,"4,2m",5 lầu,6 phòng ngủ,chỗ để xe, 51 m vuông, ---, _," 8,3 tỷ ","Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/16923152-2005-ban-nha-trong-hem-quan-dong-da-chinh-chu.jpg,"4,5m",5 lầu,5 phòng ngủ,chỗ để xe, 43 m vuông, ---, _," 6,4 tỷ ","Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/10/1/thumbnails/56923230-3006-ban-nha-mat-tien-quan-dong-da.jpg,"5,1m",5 lầu,5 phòng ngủ,chỗ để xe, 50 m vuông, ---, _," 7,9 tỷ ","Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/06922955-4402-ban-nha-trong-hem-quan-dong-da-gia-re.jpg,4m,5 lầu,4 phòng ngủ,chỗ để xe, 42 m vuông, ---, _," 5,4 tỷ ","Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/06922854-3548-ban-nha-trong-hem-quan-dong-da.jpg,"3,6m",4 lầu,4 phòng ngủ,NULL, 38 m vuông, ---, _," 4,2 tỷ ","Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/16/thumbnails/06937876-4139-ban-nha-trong-hem-quan-dong-da-gia-re.jpg,4m,4 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, ---, _," 6,4 tỷ ","Phố Chùa Bộc, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/16/thumbnails/06938368-2634-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,4m,6 lầu,6 phòng ngủ,chỗ để xe, 45 m vuông, ---, _," 10,5 tỷ ","Phố Chùa Bộc, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/16/thumbnails/06938274-1840-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 56 m vuông, ---, _," 9,5 tỷ ","Phố Chùa Bộc, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/17/thumbnails/06947170-3952-ban-nha-mat-tien-quan-dong-da-chinh-chu.jpg,"4,2m",5 lầu,6 phòng ngủ,chỗ để xe, 51 m vuông, ---, _," 7,5 tỷ ","Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/17/thumbnails/06946838-1432-ban-nha-trong-hem-quan-dong-da-chinh-chu.jpg,4m,4 lầu,4 phòng ngủ,NULL, 40 m vuông, ---, _," 5,5 tỷ ","Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/17/thumbnails/06946998-2652-ban-nha-trong-hem-quan-dong-da-chinh-chu.jpg,"3,6m",5 lầu,6 phòng ngủ,NULL, 42 m vuông, ---, _," 6,5 tỷ ","Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/17/thumbnails/06946600-5618-ban-nha-mat-tien-quan-dong-da-chinh-chu.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 54 m vuông, ---, _," 9,5 tỷ ","Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/17/thumbnails/06947537-1012-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,"4,5m",4 lầu,4 phòng ngủ,chỗ để xe, 52 m vuông, ---, _," 9,2 tỷ ","Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/17/thumbnails/0ban-nha-xa-dan-dong-da-55m2-mt-5m-gia-10-5-ty-o-to-vao-nha.jpg,5m,5 lầu,6 phòng ngủ,chỗ để xe, 55 m vuông, ---, _," 10,5 tỷ ","Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/28/thumbnails/07013321-4928-ban-nha-mat-tien-quan-dong-da.jpg,5m,5 lầu,12 phòng ngủ,chỗ để xe, 98 m vuông, ---, _, 14 tỷ ,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/7/thumbnails/36783382-0633-ban-nha-trong-hem-quan-cau-giay.jpg,"3,2m",4 lầu,4 phòng ngủ,NULL, 35 m vuông, ---, _," 4,5 tỷ ","Đường Hoàng Quốc Việt, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06782380-0259-ban-nha-trong-hem-quan-thanh-xuan-gia-re.jpg,4m,4 lầu,4 phòng ngủ,NULL, 32 m vuông, ---, _," 2,9 tỷ ","Phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/default.jpg,4m,4 lầu,3 phòng ngủ,NULL, 30 m vuông, ---, _," 2,75 tỷ ","Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06782478-1149-ban-nha-trong-hem-quan-thanh-xuan-gia-re.jpg,"3,5m",4 lầu,3 phòng ngủ,NULL, 33 m vuông, ---, _," 2,75 tỷ ","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06783030-5507-ban-nha-trong-hem-quan-cau-giay-gia-re.jpg,"4,5m",4 lầu,4 phòng ngủ,NULL, 35 m vuông, ---, _," 3,65 tỷ ","Đường Hoàng Quốc Việt, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06782092-4302-ban-nha-trong-hem-quan-thanh-xuan-chinh-chu.jpg,"3,4m",4 lầu,4 phòng ngủ,NULL, 35 m vuông, ---, _," 2,9 tỷ ","Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06781802-2405-ban-nha-trong-hem-quan-thanh-xuan.jpg,"3,5m",5 lầu,3 phòng ngủ,chỗ để xe, 30 m vuông, ---, _," 2,85 tỷ ","Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/46842962-1633-ban-nha-mat-tien-quan-thanh-xuan-gia-re.jpg,5m,5 lầu,6 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 6,5 tỷ ","Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/31/thumbnails/06842871-2624-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,"5,5m",5 lầu,4 phòng ngủ,chỗ để xe, 48 m vuông, ---, _," 7,5 tỷ ","Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/31/thumbnails/0ban-nha-khuat-duy-tien-thanh-xuan-37m-mt3-5m-gia-5-3-ty.jpg,5m,4 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, ---, _," 5,3 tỷ ","Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/31/thumbnails/06842734-1234-ban-nha-trong-hem-quan-thanh-xuan.jpg,"3,2m",4 lầu,4 phòng ngủ,NULL, 36 m vuông, ---, _," 3,95 tỷ ","Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/31/thumbnails/06842580-5750-ban-nha-trong-hem-ha-noi-gia-re.jpg,"5,5m",6 lầu,3 phòng ngủ,NULL, 38 m vuông, ---, _," 4,5 tỷ ","Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/default.jpg,5m,5 lầu,6 phòng ngủ,chỗ để xe, 65 m vuông," 4,5x14,4m", _, 12 tỷ ,"Đường Đền Lừ, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/default.jpg,"3,5m",5 lầu,3 phòng ngủ,NULL, 30 m vuông," 4x8,7m", _," 3,5 tỷ ","Phố Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/default.jpg,7m,3 lầu,4 phòng ngủ,NULL, 66 m vuông," 4,8x13,7m", _," 12,5 tỷ ","Phố Giang Văn Minh, Phường Kim Mã, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/default.jpg,3m,4 lầu,5 phòng ngủ,NULL, 45 m vuông," 3,8x11,8m", _," 4,1 tỷ ","Đường Trường Chinh, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/default.jpg,3m,5 lầu,6 phòng ngủ,NULL, 48 m vuông, 4x12m, _," 4,4 tỷ ","Phố Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/default.jpg,5m,3 lầu,3 phòng ngủ,NULL, 60 m vuông, 5x12m, _," 4,35 tỷ ","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
Hôm nay,/files/properties/default.jpg,3m,4 lầu,4 phòng ngủ,NULL, 50 m vuông," 4x12,5m", _," 2,85 tỷ ","Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/default.jpg,5m,4 lầu,4 phòng ngủ,NULL, 75 m vuông," 3,8x19,7m", _," 6,8 tỷ ","Phố Nguyễn Ngọc Nại, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/default.jpg,4m,4 lầu,4 phòng ngủ,NULL, 45 m vuông," 3,8x11,8m", _," 3,5 tỷ ","Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/default.jpg,4m,4 lầu,4 phòng ngủ,NULL, 57 m vuông," 3,8x15m", _," 5,5 tỷ ","Phố Vũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/default.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 45 m vuông," 4x11,2m", _," 6,75 tỷ ","Phố Lê Trọng Tấn, Phường Kim Giang, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/default.jpg,3m,5 lầu,5 phòng ngủ,NULL, 33 m vuông," 3,5x9,42m", _," 3,7 tỷ ","Phố Khương Trung mới, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/default.jpg,"3,5m",5 lầu,4 phòng ngủ,NULL, 52 m vuông, 4x13m, _," 5,8 tỷ ","Phố Hoàng Ngân, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/default.jpg,"3,5m",5 lầu,4 phòng ngủ,NULL, 42 m vuông," 5x8,4m", _," 5,2 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/default.jpg,4m,5 lầu,4 phòng ngủ,NULL, 37 m vuông," 3,7x10m", _," 3,8 tỷ ","Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/default.jpg,6m,6 lầu,6 phòng ngủ,NULL, 76 m vuông, 4x19m, _," 13,9 tỷ ","Phố 8/3, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/default.jpg,45m,6 lầu,4 phòng ngủ,chỗ để xe, 42 m vuông," 4,2x10m", _," 8,3 tỷ ","Đường Kim Đồng, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/default.jpg,"4,5m",3 lầu,5 phòng ngủ,NULL, 72 m vuông," 3,9x18,5m", _," 4,8 tỷ ","Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/default.jpg,"4,5m",5 lầu,4 phòng ngủ,NULL, 38 m vuông," 4,3x8,8m", _," 5,4 tỷ ","Phố Lê Thanh Nghị, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/default.jpg,3m,5 lầu,6 phòng ngủ,NULL, 42 m vuông," 3,8x11m", _," 4,4 tỷ ","Đường Thịnh Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/default.jpg,3m,3 lầu,2 phòng ngủ,NULL, 45 m vuông," 3,8x11,8m", _," 2,8 tỷ ","Phố Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/default.jpg,4m,5 lầu,6 phòng ngủ,NULL, 58 m vuông," 4,6x12,6m", _," 5,1 tỷ ","Đường Trung Hòa, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/default.jpg,3m,5 lầu,5 phòng ngủ,NULL, 48 m vuông," 4,2x11,4m", _," 3,8 tỷ ","Phố Đại La, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
